-----------------------------------------------																							
ace.map QC reference file generated Fri Apr 13 18:06:21 CEST 2007																							
ace.map QC version: 1.0																							
http://www.iri.cnrs.fr/seg																							
-----------------------------------------------																							

File	s-range	s1-weight	s1-mean	s1-var	s1-x0	s2-weight	s2-mean	s2-var	s2-x0	v-range	vb-x_offset	vb-slope	v1-x0	v1-m	v1-v	v2m-y_offset	v2m-scale	v2m-x_offset	v2m-slope	v2v-y_offset	v2v-scale	v2v-x_offset	v2v-slope
051204050722nantes.txt - Feb_9._2005_11:49:42_AM	277.6521	0.2021	0.1500	0.5461	0.0000	0.7979	1.7763	2.0232	0.0900	41.2200	-1.4216	-4.1081	0.3350	0.2114	1.4623	-2.6690	2.4549	-0.5822	-1.4420	0.0015	0.2242	0.0685	-1.7426
051204050722nantes.txt - Feb_9._2005_12:06:22_PM	270.6434	0.2581	0.1393	0.5219	0.0000	0.7419	2.0131	1.9854	0.1800	42.4100	-1.2428	-4.0978	0.3350	0.0174	1.4909	-2.8133	2.1058	-0.2250	-1.5814	0.0000	0.2177	0.6466	-2.2090
051204050722nantes.txt - Feb_9._2005_12:21:34_PM	493.2500	0.2100	0.2216	0.5117	0.0000	0.7900	1.8105	2.2137	0.1500	42.6900	-0.9917	-3.9307	0.3350	0.2817	1.3761	-3.0151	2.8669	-0.0144	-1.3178	0.0411	0.1397	0.9549	-1.8851
051204050722nantes.txt - Feb_9._2005_12:37:13_PM	468.8303	0.2233	0.2261	0.4985	0.0000	0.7767	1.9168	2.1552	0.1500	50.4800	0.0000	0.0000	0.3350	0.0000	0.0000	-2.9321	1.8100	0.5419	-1.5549	0.0782	0.0430	-0.1102	-0.3528
051204050722nantes.txt - Feb_9._2005_12:52:02_PM	475.0973	0.2287	0.2326	0.5651	0.0000	0.7713	1.9894	2.1359	0.1200	49.0900	-0.9873	-3.7012	0.3350	0.1701	1.4505	-3.0020	2.7943	-0.0103	-1.2649	0.0388	0.1628	0.8641	-2.2197
051204050722nantes.txt - Feb_9._2005_1:26:43_PM	341.1465	0.2680	0.1306	0.4955	0.0000	0.7320	2.2132	2.0492	0.1800	32.6400	-1.2688	-3.6691	0.3350	-0.0867	1.5106	-2.8007	2.2756	-0.4236	-1.4194	0.1627	0.0529	0.4174	-2.9412
051204050722nantes.txt - Feb_9._2005_1:41:48_PM	381.8966	0.3752	0.1905	0.5484	0.0000	0.6248	3.2581	1.9477	0.3600	43.6700	-1.1397	-4.3132	0.3350	0.0786	1.4922	-3.0658	2.6350	-0.1600	-1.3041	0.0824	0.1150	0.8799	-2.7347
051204050722nantes.txt - Feb_9._2005_2:05:05_PM	384.8782	0.2175	0.1964	0.4659	0.0000	0.7825	1.9498	2.1630	0.1200	45.2200	-1.0485	-4.9692	0.3350	0.1020	1.4620	-3.1260	2.9479	-0.0292	-1.3053	0.0236	0.1413	1.0015	-1.9653
051204050722nantes_050208-1150.ma0	578.1949	0.3242	0.4361	0.6476	0.0000	0.6758	2.3969	2.1655	0.1500	52.7900	-0.2638	-3.4672	0.3350	0.0028	1.4796	-2.8198	2.1347	0.6616	-1.4999	0.0300	0.1796	1.8406	-2.4074
051204050722nantes_050208-1207.ma0	535.8448	0.3187	0.3999	0.5404	0.0000	0.6813	2.4267	2.1097	0.2100	61.3400	-0.4248	-3.8595	0.3350	0.2877	1.4036	-3.0461	3.0022	0.4741	-1.2452	0.0666	0.1132	1.8070	-2.8949
051204050722nantes_050208-1225.ma0	503.6339	0.4007	0.3295	0.4144	0.0000	0.5993	2.9238	2.0111	0.5400	54.5700	-0.6285	-3.9287	0.3350	0.2684	1.3882	-3.1762	3.3812	0.2924	-1.1211	0.0742	0.0804	1.5434	-3.0934
051204050722nantes_050208-1244.ma0	287.2631	0.1398	0.1109	0.4779	0.0000	0.8602	1.4326	2.1009	0.0600	34.4600	-1.6689	-4.5311	0.3350	0.0897	1.4627	-2.6638	2.5290	-0.8416	-1.4436	0.0206	0.1379	-0.0649	-2.1970
051204050722nantes_050208-1344.ma0	286.0614	0.1556	0.1379	0.3847	0.0000	0.8444	1.4245	2.0757	0.1200	35.5900	-1.3819	-4.2652	0.3350	0.1412	1.4581	-3.1003	3.1839	-0.4143	-1.2270	0.0130	0.1338	0.7815	-2.0825
051204050722nantes_050208-1422.ma0	302.7632	0.1915	0.1880	0.4727	0.0000	0.8085	1.6263	2.0400	0.1200	36.9500	-1.1239	-5.1405	0.3350	0.0986	1.4203	-3.0110	2.7215	-0.0616	-1.4150	0.0422	0.1287	0.5858	-2.0493
051204050722nantes_050208-1438.ma0	338.5877	0.2238	0.2326	0.4848	0.0000	0.7762	1.9302	2.0670	0.1200	49.5900	-1.0222	-3.9912	0.3350	0.2461	1.4506	-3.0052	3.1493	-0.1529	-1.2272	0.0399	0.1142	0.8449	-2.2196
051204050722nantes_050208-1510.ma0	334.0885	0.1939	0.1766	0.4663	0.0000	0.8061	1.7671	2.0807	0.1200	36.5400	-1.2358	-4.0257	0.3350	0.1326	1.4791	-3.0569	3.1833	-0.3404	-1.1988	0.0120	0.1472	0.8331	-2.0426
051204050722nantes_050209-1133.ma0	311.1380	0.2032	0.1399	0.4538	0.0000	0.7968	1.8254	2.0784	0.0900	36.4600	-1.3754	-4.8696	0.3350	0.0233	1.4587	-3.0931	2.8520	-0.3461	-1.3042	0.0171	0.1566	0.5078	-1.5056
051204050722nantes_050209-1149.ma0	277.6521	0.2019	0.1499	0.5458	0.0000	0.7981	1.7753	2.0234	0.0900	41.2200	-1.4192	-4.1285	0.3350	0.2097	1.4614	-2.6690	2.4422	-0.5746	-1.4463	0.0015	0.2197	0.1028	-1.8008
051204050722nantes_050209-1206.ma0	270.6434	0.2579	0.1392	0.5214	0.0000	0.7421	2.0118	1.9858	0.1800	42.4100	-1.2423	-4.0991	0.3350	0.0173	1.4906	-2.8133	2.1048	-0.2244	-1.5814	0.0000	0.2158	0.6577	-2.3111
051204050722nantes_050209-1221.ma0	493.2500	0.2100	0.2216	0.5118	0.0000	0.7900	1.8099	2.2138	0.1500	42.6900	-0.9914	-3.9382	0.3350	0.2812	1.3761	-3.0151	2.8648	-0.0131	-1.3185	0.0411	0.1398	0.9548	-1.8847
051204050722nantes_050209-1252.ma0	475.0973	0.2286	0.2326	0.5653	0.0000	0.7714	1.9885	2.1362	0.1200	49.0900	-0.9923	-3.6672	0.3350	0.1732	1.4522	-3.0020	2.8211	-0.0269	-1.2575	0.0388	0.1687	0.8014	-1.9830
051204050722nantes_050209-1326.ma0	341.1465	0.2684	0.1307	0.4961	0.0000	0.7316	2.2175	2.0476	0.1800	32.6400	-1.2686	-3.6752	0.3350	-0.0869	1.5106	-2.8007	2.2756	-0.4237	-1.4190	0.1627	0.0524	0.4384	-2.7859
051204050722nantes_050209-1341.ma0	381.8966	0.3752	0.1905	0.5484	0.0000	0.6248	3.2575	1.9479	0.3600	43.6700	-1.1407	-4.3182	0.3350	0.0792	1.4923	-3.0658	2.6393	-0.1626	-1.3028	0.0824	0.1157	0.8703	-2.6804
051204050722nantes_050209-1405.ma0	384.8782	0.2176	0.1964	0.4659	0.0000	0.7824	1.9504	2.1630	0.1200	45.2200	-1.0481	-4.9799	0.3350	0.1016	1.4620	-3.1260	2.9463	-0.0283	-1.3057	0.0236	0.1412	1.0025	-1.9699
070406-Tronche.txt - MB0004A_3/13/07_12:34_PM	300.0783	0.4922	0.3474	0.5462	0.0000	0.5078	8.3068	1.9972	0.7200	42.7200	-0.8591	-1.8246	0.3350	0.0403	1.6006	-2.8794	3.4177	-0.3368	-1.1561	0.0181	0.1823	1.0234	-1.5238
070406-Tronche.txt - MB0004A_3/13/07_1:15_PM	337.8120	0.4687	0.3395	0.5029	0.0000	0.5313	7.5645	2.0755	0.6300	39.3800	-0.8904	-1.7187	0.3350	0.0467	1.6290	-2.8826	3.6673	-0.4633	-1.0953	0.0163	0.1504	1.4317	-1.7840
070406-Tronche.txt - MB0004B_3/13/07_2:11_PM	523.4546	0.4409	0.2858	0.5302	0.0000	0.5591	6.2203	2.1589	0.5400	62.9200	-0.5938	-1.8446	0.3350	0.2671	1.4905	-2.8604	3.5624	-0.5272	-0.9749	0.2624	-0.0997	2.6095	-1.3781
070406-Tronche.txt - MB0004L_3/13/07_2:37_PM	664.1981	0.2988	0.2810	0.5905	0.0000	0.7012	3.2310	2.3724	0.1200	47.3100	-0.7876	-2.0594	0.3350	0.1617	1.4900	-3.0852	3.4376	-0.2309	-1.0596	0.0152	0.1971	1.5540	-2.3677
070406-Tronche.txt - MB0003Z_3/13/07_2:56_PM	278.9630	0.4393	0.1893	0.7288	0.0000	0.5607	6.3015	2.0289	0.4500	47.6800	-0.9034	-2.1721	0.3350	-0.0468	1.5100	-3.0491	2.3372	-0.1915	-1.1412	0.2095	-0.0144	1.6369	7.6997
070406-Tronche.txt - MB0003U_4/6/07_12:50_PM	305.1161	0.3517	0.4723	0.5262	0.0000	0.6483	2.3344	1.9571	0.3000	70.1300	-0.2343	-3.2278	0.3350	0.1689	1.4908	-2.2224	2.9801	-0.1415	-1.1735	0.0936	0.1633	0.1476	-3.9056
070406-Tronche.txt - MB0003V_4/6/07_1:53_PM	702.2936	0.3920	0.2231	0.5375	0.0000	0.6080	4.2269	2.1074	0.3900	46.7700	-0.7117	-2.9203	0.3350	-0.1802	1.5284	-3.2032	2.8054	0.1404	-1.0004	0.3206	-0.1776	2.9372	-1.9077
070406-Tronche.txt - MB00042_4/6/07_2:10_PM	730.9450	0.2661	0.2042	0.4922	0.0000	0.7339	2.5857	2.2920	0.1800	39.7300	-0.8654	-2.3901	0.3350	-0.1195	1.5706	-2.9011	3.2436	-0.3786	-1.1674	0.0103	0.1778	1.1177	-1.8149
070406-Tronche.txt - MB00045_4/6/07_3:00_PM	610.9720	0.4525	0.2834	0.5954	0.0000	0.5475	4.9802	1.9711	0.5700	56.7400	-0.7187	-2.3826	0.3350	0.1335	1.5267	-2.8186	2.9830	-0.2953	-1.1155	0.0296	0.2762	0.1993	-1.1589
070406-Tronche.txt - MB00049_4/6/07_3:16_PM	381.5905	0.3410	0.1222	0.6376	0.0000	0.6590	3.1971	1.9687	0.2400	32.0500	-1.3729	-2.5689	0.3350	-0.1863	1.5343	-3.0920	2.4000	-0.5196	-1.2146	0.0136	0.1912	0.7792	-2.3332
070406-Tronche.txt - MB0004G_4/6/07_4:10_PM	264.0093	0.3949	0.1925	0.5877	0.0000	0.6051	3.7553	1.8222	0.3300	48.6300	-0.9522	-3.6363	0.3350	-0.1297	1.5314	-3.1041	2.3015	0.1046	-1.4211	0.0157	0.1822	1.0933	-2.7876
070406-Tronche.txt - MB0004H_4/6/07_4:28_PM	430.1048	0.3632	0.1660	0.5396	0.0000	0.6368	3.8174	2.0404	0.3000	45.4400	-1.0707	-2.6200	0.3350	-0.0008	1.5214	-3.1497	2.8349	-0.3260	-1.1094	0.0127	0.1885	1.2006	-1.9196
070406-Tronche.txt - MB0004J_4/6/07_5:10_PM	409.8096	0.3753	0.1800	0.5161	0.0000	0.6247	3.8879	2.0164	0.3300	42.4200	-1.2546	-2.1013	0.3350	0.0563	1.5563	-3.1291	3.8926	-0.8209	-0.9968	0.0125	0.1999	0.9142	-1.7670
E13R1_060316.ma0	635.7784	0.3217	0.3432	0.5019	0.0000	0.6783	2.8316	2.1375	0.2100	44.4200	-0.5759	-3.5639	0.3350	0.0982	1.4916	-2.7021	2.8552	0.1134	-1.3127	0.0864	0.1394	0.5171	-1.5381
E13R2_060316.ma0	638.1282	0.3556	0.3955	0.4775	0.0000	0.6444	3.1485	2.0862	0.2700	62.4000	-0.4962	-3.0257	0.3350	0.2020	1.5428	-2.5337	3.2390	-0.0882	-1.2334	0.0171	0.2573	0.2740	-1.5910
E13R3_060316.ma0	596.9831	0.3826	0.4830	0.4646	0.0000	0.6174	3.2401	2.0986	0.3000	56.6500	-0.3470	-2.7002	0.3350	0.1711	1.5331	-2.7298	3.4424	0.1881	-1.1788	0.0084	0.1925	1.1915	-1.5660
E17R1_060316.ma0	529.9247	0.3626	0.4556	0.5100	0.0000	0.6374	2.9187	2.0179	0.2400	72.1700	-0.3836	-2.1027	0.3350	0.2383	1.5696	-2.7509	3.3333	0.2069	-1.2028	0.0057	0.2488	1.0533	-1.4428
E17R2_060316.ma0	628.7924	0.3728	0.4376	0.4900	0.0000	0.6272	3.2557	2.0641	0.2700	78.2000	-0.3237	-4.5161	0.3350	0.2698	1.4568	-2.6678	2.5400	0.4995	-1.4661	0.0206	0.3000	0.0715	-1.1723
E17R3_060316.ma0	550.7059	0.3561	0.3753	0.4865	0.0000	0.6439	3.0900	2.0321	0.2700	65.8200	-0.5470	-2.2500	0.3350	0.3252	1.5420	-2.7346	3.3847	0.0140	-1.2403	0.0059	0.2878	0.5720	-1.1925
HB00011.ma0	1783.4768	0.5299	0.4949	0.4731	0.0000	0.4701	5.9326	2.3433	0.9900	62.3100	-0.3501	-1.2945	0.3350	0.2385	1.5977	-2.8587	3.8439	0.0093	-1.0662	0.1227	0.2289	-3.8865	-0.3883
HB00014.ma0	1328.3116	0.3600	0.4007	0.6716	0.0000	0.6400	3.5650	2.4001	0.1200	63.2600	-0.4631	-1.2162	0.3350	0.2807	1.5187	-3.0561	3.7825	-0.3432	-0.9731	0.0297	0.2278	2.3413	-1.6346
HB00019.ma0	1159.5594	0.4173	0.2879	0.4961	0.0000	0.5827	4.7684	2.3257	0.5400	54.4300	-0.7676	-1.2037	0.3350	0.2805	1.5804	-2.9563	4.2622	-0.7142	-0.9373	0.0378	0.1475	1.3864	-1.0881
HB0001B.ma0	993.1508	0.4630	0.2724	0.6475	0.0000	0.5370	5.7051	2.1949	0.6300	63.9600	-0.5457	-1.2845	0.3350	0.2940	1.5471	-3.1210	3.7956	-0.5569	-0.9337	0.1314	0.1203	2.4928	-1.9356
HB0001F.ma0	2211.2034	0.4694	0.3982	0.4432	0.0000	0.5306	5.4743	2.3534	0.7500	56.3200	-0.4779	-1.5602	0.3350	0.1774	1.5718	-3.0959	4.0212	-0.0393	-0.9657	0.1312	0.0265	2.2911	-3.0986
HB0001G.ma0	2017.1669	0.3640	0.4328	0.6208	0.0000	0.6360	3.2795	2.5015	0.2400	63.0400	-0.4452	-1.4229	0.3350	0.2958	1.5035	-2.8471	3.5116	-0.0780	-1.0361	0.3463	-0.1446	2.3799	-1.9995
HB0001H.ma0	2036.9597	0.3727	0.4497	0.5868	0.0000	0.6273	3.4391	2.4947	0.2400	59.1000	-0.2949	-1.6085	0.3350	0.2973	1.4890	-2.8179	3.4520	0.0121	-1.1186	0.0305	0.1754	1.9503	-1.2502
HB0001I.ma0	2198.1752	0.4950	0.4725	0.4375	0.0000	0.5050	5.2288	2.3209	0.8400	64.2400	-0.3155	-1.5741	0.3350	0.2530	1.5637	-2.8887	3.7705	0.0845	-1.0731	0.0155	0.1847	1.4961	-0.9741
HB0001J.ma0	2047.1585	0.3056	0.3288	0.6540	0.0000	0.6944	2.7641	2.4869	0.1800	63.2400	-0.6931	-1.0728	0.3350	0.1975	1.6026	-3.0952	4.1901	-0.4794	-0.9408	0.0142	0.1915	2.2908	-1.4494
HB0001K.ma0	1205.4069	0.3775	0.2378	0.4845	0.0000	0.6225	4.0920	2.3382	0.4200	63.1200	-0.9555	-1.1361	0.3350	0.1920	1.6393	-2.8971	3.8444	-0.6956	-1.0572	0.0105	0.2313	1.4211	-1.0188
HB0001L.ma0	884.3917	0.2667	0.2306	0.5490	0.0000	0.7333	2.8450	2.4110	0.1200	71.8800	-0.7480	-1.2814	0.3350	0.2720	1.5964	-2.9249	4.0416	-0.7934	-1.0069	0.0800	0.1655	-0.0260	-0.6700
HB0001M.ma0	1113.1379	0.2119	0.2268	0.5140	0.0000	0.7881	2.1612	2.5505	0.1200	59.0300	-0.9381	-1.3418	0.3350	0.2173	1.6145	-2.9428	3.9962	-0.7843	-1.0199	0.0258	0.1137	1.9982	-2.0007
HB0001N.ma0	1726.0697	0.4946	0.4080	0.5097	0.0000	0.5054	5.4779	2.2945	0.8400	64.8900	-0.6201	-1.3750	0.3350	0.3382	1.5656	-3.1052	3.8894	-0.0428	-1.0586	0.0140	0.1586	2.5508	-1.5531
HB0001O.ma0	1154.7415	0.2562	0.3078	0.5584	0.0000	0.7438	2.2866	2.4720	0.1800	59.1200	-0.6766	-1.3220	0.3350	0.2786	1.5507	-2.7253	3.7843	-0.6378	-1.0550	0.0084	0.1467	2.0017	-1.2976
HB0001R.ma0	1872.8830	0.4790	0.3441	0.5358	0.0000	0.5210	6.1520	2.3423	0.7800	68.5500	-0.3982	-1.0706	0.3350	0.1974	1.6047	-3.2422	4.3103	-0.2749	-0.8879	0.2481	-0.0434	1.1831	-3.1678
HB0001S.ma0	1580.8889	0.4748	0.3718	0.4938	0.0000	0.5252	5.7632	2.3071	0.7500	66.6700	-0.6279	-1.4958	0.3350	0.3672	1.5659	-3.0053	3.8544	-0.1249	-1.0665	0.0415	0.1733	1.1974	-1.1274
HB0001T.ma0	2025.2106	0.3222	0.3969	0.5946	0.0000	0.6778	2.7335	2.4785	0.2100	68.2100	-0.3422	-1.3497	0.3350	0.2660	1.5408	-2.9852	3.9753	-0.2122	-0.9457	0.2599	-0.0968	1.9253	-2.2700
HB0001V.ma0	2157.9923	0.3644	0.4729	0.5248	0.0000	0.6356	3.0741	2.4778	0.3000	80.3400	-0.2121	-1.4445	0.3350	0.4012	1.5234	-3.1581	4.2526	0.1116	-0.9606	0.0117	0.1630	2.4046	-1.5898
HB0001W.ma0	1643.3163	0.4939	0.4087	0.5087	0.0000	0.5061	5.8378	2.2652	0.8100	53.2500	-0.5537	-1.7292	0.3350	0.2387	1.5377	-2.9306	3.6155	-0.0817	-1.0888	0.0800	0.1035	2.2780	-1.2015
HB0001X.ma0	1513.2414	0.3700	0.4666	0.5809	0.0000	0.6300	3.2208	2.4675	0.2400	67.7500	-0.5204	-1.5346	0.3350	0.3825	1.5261	-3.0006	3.9039	-0.0620	-1.0469	0.0438	0.1524	2.1203	-1.5966
HB0001Y.ma0	1972.7015	0.5266	0.4908	0.4602	0.0000	0.4734	6.0124	2.3202	0.9900	70.5400	-0.2232	-1.4966	0.3350	0.3236	1.5335	-2.8496	3.9737	-0.0515	-1.0299	0.1121	0.0606	0.0937	-7.2176
HB0001Z.ma0	1812.1406	0.3550	0.4355	0.6112	0.0000	0.6450	3.2781	2.5396	0.2100	63.9100	-0.5019	-1.2285	0.3350	0.2153	1.6191	-2.8786	3.7911	-0.1850	-1.0765	0.1446	0.0947	1.4994	-1.1244
HB00020.ma0	2196.9553	0.5613	0.5445	0.4872	0.0000	0.4387	6.5062	2.2505	1.1700	91.5400	-0.0489	-1.5106	0.3350	0.5174	1.4784	-3.0069	3.9549	0.2299	-1.0440	0.0430	0.2364	1.1280	-0.7781
HB00021.ma0	1947.3835	0.2826	0.3303	0.5505	0.0000	0.7174	2.6726	2.5122	0.1800	54.9700	-0.7122	-1.3138	0.3350	0.0500	1.6628	-3.0978	4.1153	-0.3501	-0.9897	0.0145	0.1397	2.7154	-2.0458
HB00024.ma0	2133.8454	0.3449	0.4309	0.5216	0.0000	0.6551	3.4431	2.5015	0.2100	65.2900	-0.3497	-1.5379	0.3350	0.3225	1.5177	-3.0602	3.8450	0.0470	-1.0181	0.1726	-0.0088	-8.7055	3.6306
HB00025.ma0	1754.2801	0.4772	0.3255	0.6175	0.0000	0.5228	5.7044	2.2362	0.6900	64.3900	-0.3971	-1.4067	0.3350	0.1631	1.5511	-3.1268	3.6089	-0.2376	-0.9558	0.1165	0.1169	2.4669	-2.8184
HB00026.ma0	2036.4264	0.4937	0.4574	0.4255	0.0000	0.5063	5.8068	2.3121	0.8400	68.4900	-0.2893	-1.9161	0.3350	0.1922	1.5501	-2.8125	3.3476	0.1899	-1.1916	0.0002	0.1541	1.8336	-1.5276
HB00027.ma0	1825.6136	0.3134	0.3641	0.4966	0.0000	0.6866	2.9422	2.4566	0.2400	62.1100	-0.4940	-1.5393	0.3350	0.2845	1.5611	-3.0522	3.9615	-0.0964	-1.0054	0.1612	-0.0146	5.1160	-1.0147
HB0002A.ma0	1835.0230	0.5389	0.5263	0.4700	0.0000	0.4611	5.8647	2.2907	0.9900	101.1800	-0.1024	-1.5469	0.3350	0.5223	1.4745	-2.9811	3.8751	0.2040	-1.0019	0.2405	-0.0439	2.4748	-2.6084
HB0002B.ma0	2244.8869	0.5196	0.4759	0.4614	0.0000	0.4804	6.4069	2.3057	0.9600	85.7300	-0.2745	-1.5998	0.3350	0.2741	1.5850	-2.9412	3.8589	0.0699	-1.0504	0.0788	0.1021	1.3444	-0.8898
HB0002C.ma0	2257.2567	0.4936	0.4797	0.4290	0.0000	0.5064	5.0665	2.3626	0.8400	75.1300	-0.3146	-1.4949	0.3350	0.3804	1.5393	-3.1037	4.0798	0.1601	-1.0166	0.0164	0.1555	2.5969	-1.4399
HB0002T.ma0	1244.8221	0.3726	0.2114	0.4876	0.0000	0.6274	3.9588	2.3238	0.4200	55.8500	-0.9853	-1.0217	0.3350	0.0837	1.6587	-3.1985	4.2256	-0.7286	-0.9727	0.0098	0.1743	2.6709	-3.2952
HB0002U.ma0	1063.7816	0.3221	0.1723	0.4409	0.0000	0.6779	3.4082	2.3860	0.3000	53.2700	-0.9938	-1.0912	0.3350	0.1180	1.6387	-3.0884	4.1204	-0.9158	-0.9624	0.0199	0.1559	2.5445	-1.9691
HB0002X.ma0	1443.0757	0.3011	0.1976	0.3653	0.0000	0.6989	3.0486	2.4209	0.3000	46.8400	-0.8526	-1.1682	0.3350	-0.0075	1.6409	-3.0945	4.2282	-0.7020	-0.9522	0.0176	0.1405	2.7195	-2.5395
HB0002Y.ma0	1835.6948	0.3677	0.4502	0.6088	0.0000	0.6323	3.2222	2.4118	0.2100	76.8700	-0.2790	-1.2683	0.3350	0.3753	1.5033	-2.9966	3.9378	-0.0856	-1.0330	0.0460	0.2038	2.0985	-1.0757
HB00030.ma0	985.4525	0.3190	0.1868	0.4460	0.0000	0.6810	3.1903	2.3666	0.3000	73.0699	-0.6760	-1.0865	0.3350	0.2930	1.5799	-3.2039	4.1999	-0.6946	-0.9337	0.0900	0.1272	2.5015	-2.3566
HB00031.ma0	1704.3646	0.3908	0.2459	0.4875	0.0000	0.6092	4.2932	2.3646	0.4800	43.5700	-0.9169	-1.1386	0.3350	-0.0089	1.6486	-3.1971	4.3758	-0.6838	-0.9122	0.0097	0.1785	2.9257	-2.6129
HB00033.ma0	1154.1033	0.3290	0.3220	0.6596	0.0000	0.6710	3.3660	2.3434	0.0900	61.7400	-0.5695	-1.1923	0.3350	0.2681	1.5320	-3.2065	3.8611	-0.3091	-0.9847	0.0847	0.1899	2.6306	-1.8514
HB000B6.ma0	1341.7051	0.4620	0.3663	0.4616	0.0000	0.5380	5.2352	2.2972	0.7200	74.2700	-0.4843	-1.2385	0.3350	0.3489	1.5715	-2.9259	4.0875	-0.3380	-0.9926	0.0802	0.0744	2.5195	-1.0933
HB000B7.ma0	969.7437	0.3849	0.1989	0.6008	0.0000	0.6151	4.4161	2.2807	0.3900	57.6500	-1.0341	-1.1213	0.3350	0.1336	1.6228	-2.9331	4.0985	-1.1612	-0.9339	0.0791	0.1499	1.7953	-1.4552
HB000B8.ma0	1625.2773	0.3073	0.3467	0.5575	0.0000	0.6927	2.9525	2.4354	0.1800	69.4500	-0.6344	-1.2957	0.3350	0.3231	1.5736	-2.9979	3.9110	-0.3037	-1.0521	0.0442	0.1306	2.6697	-1.9813
HB000BA.ma0	1417.4492	0.3645	0.2293	0.4310	0.0000	0.6355	3.7065	2.3361	0.4200	55.8100	-0.8464	-1.1637	0.3350	0.0668	1.6618	-2.9283	4.0914	-0.7637	-0.9775	0.0775	0.0725	2.3253	-1.0713
HB000BE_sCD25+_1.ma0	310.6887	0.2111	0.3924	0.7334	0.0000	0.7889	1.3904	1.9000	0.1200	45.8300	-1.0674	-3.1571	0.3350	0.2206	1.5164	-2.8890	3.3347	-0.2891	-1.1198	0.1188	0.0953	-0.2649	-3.2915
HB000BF.ma0	1130.8363	0.3533	0.1884	0.5280	0.0000	0.6467	3.7886	2.3350	0.3600	48.6200	-0.9475	-1.2235	0.3350	0.0539	1.5774	-2.8106	3.6422	-0.9663	-0.9867	0.1630	0.0273	3.4177	-0.5717
HB000BG_sCD25-_1.ma0	982.2611	0.3350	0.3782	0.7675	0.0000	0.6650	2.6883	2.2917	0.1200	54.1000	-0.7910	-1.9755	0.3350	0.3027	1.4792	-2.9758	3.1205	-0.0952	-1.1153	0.1124	0.1433	1.7035	-2.7022
HB000BH.ma0	754.5363	0.2178	0.1390	0.6922	0.0000	0.7822	2.4484	2.4835	0.0600	34.5900	-1.6095	-1.1864	0.3350	0.0556	1.5804	-3.0092	3.9807	-1.4376	-0.9544	0.0407	0.1672	1.3146	-2.1027
HB000BK_sCD25-_2.ma0	634.5140	0.2698	0.3872	0.7515	0.0000	0.7302	1.8630	2.1500	0.1200	48.4700	-0.9178	-1.9531	0.3350	0.1199	1.5771	-2.5148	3.1970	-0.6030	-1.1350	0.0012	0.2550	0.4695	-1.4855
HB000BM_sCD25+_2.ma0	301.7905	0.2556	0.4470	0.8037	0.0000	0.7444	1.4170	1.9652	0.1500	43.3400	-0.9717	-2.6300	0.3350	0.2450	1.5090	-2.4650	3.0319	-0.4414	-1.2293	0.0041	0.2310	0.4688	-1.6474
HB000BN.ma0	1305.3452	0.2997	0.2835	0.7802	0.0000	0.7003	2.8276	2.4652	0.1200	55.1300	-0.9157	-1.3113	0.3350	0.2176	1.5376	-2.8617	3.5197	-0.6957	-0.9996	0.1205	0.1543	1.3046	-0.8566
HB000BQ_sCD25+_3.ma0	286.8381	0.2998	0.2085	0.5150	0.0000	0.7002	1.8933	1.8494	0.3300	25.5600	-1.4456	-2.9146	0.3350	0.2569	1.4332	-3.1374	3.6293	-0.5732	-1.0198	0.1097	0.0835	0.3405	-3.8223
HB000BR.ma0	1153.5599	0.3387	0.3872	0.7773	0.0000	0.6613	2.5882	2.3498	0.1500	51.9400	-1.0638	-1.5007	0.3350	0.2015	1.5990	-2.7465	3.7305	-0.6578	-1.0639	0.0521	0.2094	0.4342	-1.4818
HB000BS.ma0	809.6522	0.2330	0.1759	0.7993	0.0000	0.7670	2.4552	2.5147	0.0600	57.0300	-1.1347	-1.2606	0.3350	0.1576	1.5786	-2.6125	3.2690	-1.3349	-1.0239	0.0413	0.2569	0.3219	-0.9940
HB000BT.ma0	1679.9601	0.3968	0.2705	0.5196	0.0000	0.6032	3.8115	2.3460	0.5100	61.6300	-0.4868	-1.0928	0.3350	0.1024	1.6030	-2.7462	3.9957	-0.8376	-0.9241	0.0525	0.1257	1.6328	-1.1623
HB000BU.ma0	1080.5651	0.2411	0.1908	0.6658	0.0000	0.7589	2.7393	2.5218	0.0600	47.9300	-0.9915	-1.3520	0.3350	0.0506	1.5436	-2.7038	3.3467	-1.1387	-1.0342	0.0859	0.1068	1.1216	-1.4479
HB000BW_sCD25-_3.ma0	551.7075	0.1938	0.2811	0.7223	0.0000	0.8062	1.4917	2.0407	0.1200	34.4200	-1.1706	-3.2218	0.3350	0.1858	1.4552	-2.8094	2.8629	-0.2988	-1.2663	0.1639	0.0642	-1.1095	-2.2455
HB000BX_sCD25-_4.ma0	697.3889	0.3190	0.1873	0.4843	0.0000	0.6810	2.7308	2.1239	0.3000	41.0400	-1.3308	-2.1187	0.3350	0.1879	1.5184	-2.9673	3.3537	-0.5989	-1.1191	0.1010	0.1240	0.7619	-1.5232
HB000BY_sCD25-_5.ma0	680.4537	0.2769	0.3692	0.6815	0.0000	0.7231	1.9809	2.0754	0.1200	49.4800	-0.8947	-2.5515	0.3350	0.2827	1.4689	-2.6161	2.9305	-0.2547	-1.2412	0.0411	0.1690	1.0069	-1.6365
